fuel,price,year,subcategory,transmission
Gasolina,22500.0,2022,camioneta,automatica
Dual,10900.0,2020,camioneta,mecanica
Gasolina,15790.0,2017,camioneta,automatica
Gasolina,8800.0,2006,camioneta,automatica
Dual,19000.0,2020,camioneta,mecanica
Dual,11000.0,2013,camioneta,automatica
Gasolina,16500.0,2018,camioneta,mecanica
Gasolina,19900.0,2024,camioneta,automatica
Gasolina,6000.0,1982,sedan,mecanica
Gasolina,14200.0,2020,camioneta,mecanica
Gasolina,20500.0,2020,camioneta,mecanica
Gasolina,8290.0,2019,sedan,mecanica
Gasolina,6200.0,2012,sedan,mecanica
Dual,11100.0,2022,sedan,mecanica
Gasolina,6700.0,2008,sedan,mecanica
Gasolina,11600.0,2017,sedan,mecanica
Gasolina,16000.0,2015,camioneta,mecanica
Gasolina,10000.0,2010,sedan,mecanica
Gasolina,9100.0,2014,sedan,automatica
Gasolina,14000.0,2015,camioneta,automatica
Gasolina,36800.0,2023,camioneta,automatica
Gasolina,54000.0,2024,camioneta,automatica
Dual,15500.0,2023,camioneta,automatica
Gasolina,20900.0,2018,camioneta,automatica
Gasolina,23500.0,2018,sedan,automatica
Gasolina,10000.0,2017,sedan,mecanica
Gasolina,12500.0,2025,camioneta,mecanica
Gasolina,36900.0,2023,camioneta,automatica
Gasolina,15200.0,2018,camioneta,automatica
Gasolina,44990.0,2026,camioneta,automatica
Gasolina,17000.0,2013,camioneta,mecanica
Dual,11300.0,2016,sedan,mecanica
Gasolina,15000.0,2026,camioneta,automatica
Gasolina,5500.0,1998,sedan,mecanica
Gasolina,16500.0,2023,camioneta,automatica
Dual,14800.0,2022,camioneta,automatica
Gasolina,17500.0,2020,camioneta,automatica
Gasolina,50000.0,2021,sedan,automatica
Gasolina,18500.0,2024,camioneta,automatica
