fuel,subcategory,transmission,price,year
1.0,0.0,0.0,20500.0,2021.0
1.0,0.0,0.0,15000.0,2015.0
1.0,0.0,0.0,16000.0,2018.0
1.0,0.0,0.0,17500.0,2015.0
1.0,0.0,1.0,19500.0,2023.0
1.0,1.0,0.0,69900.0,2019.0
1.0,0.0,1.0,10000.0,2012.0
1.0,0.0,0.0,18900.0,2018.0
1.0,1.0,1.0,19200.0,2024.0
1.0,0.0,0.0,26500.0,2022.0
1.0,0.0,0.0,23500.0,2023.0
1.0,0.0,1.0,11900.0,2015.0
0.0,1.0,0.0,16500.0,2023.0
1.0,0.0,0.0,14500.0,2019.0
1.0,0.0,0.0,17000.0,2017.0
1.0,1.0,1.0,13900.0,2018.0
1.0,0.0,0.0,25000.0,2021.0
1.0,0.0,0.0,28500.0,2022.0
0.0,0.0,1.0,18750.0,2021.0
1.0,0.0,0.0,28000.0,2020.0
