fuel,location,price,year,subcategory,transmission
gasolina,provincia,25500.0,2015,camioneta,secuencial
gasolina,lima,14000.0,2019,otros,automatica
gasolina,lima,49000.0,2025,otros,secuencial
gasolina,provincia,22500.0,2018,camioneta,secuencial
gasolina,provincia,35000.0,2020,camioneta,secuencial
gasolina,lima,27500.0,2025,camioneta,secuencial
gasolina,lima,26900.0,2019,camioneta,secuencial
gasolina,lima,45900.0,2024,camioneta,secuencial
gasolina,lima,17900.0,2022,camioneta,secuencial
gasolina,lima,25900.0,2024,camioneta,secuencial
gasolina,lima,13500.0,2023,otros,secuencial
gasolina,lima,14600.0,2012,otros,automatica
gasolina,lima,22200.0,2018,camioneta,automatica
gasolina,lima,66500.0,2022,camioneta,secuencial
gasolina,lima,28700.0,2024,camioneta,secuencial
gasolina,provincia,14500.0,2014,camioneta,secuencial
gasolina,lima,12700.0,2015,otros,secuencial
gasolina,lima,37000.0,2025,camioneta,secuencial
gasolina,lima,27000.0,2020,camioneta,secuencial
gasolina,lima,32900.0,2025,camioneta,secuencial
otro,lima,30000.0,2022,otros,secuencial
gasolina,lima,11300.0,2016,otros,mecanica
gasolina,lima,7200.0,2015,otros,mecanica
gasolina,lima,31900.0,2021,camioneta,secuencial
otro,lima,29500.0,2023,otros,mecanica
gasolina,lima,19000.0,2021,camioneta,secuencial
gasolina,lima,18500.0,2017,camioneta,automatica
gasolina,lima,18750.0,2018,otros,secuencial
gasolina,lima,49900.0,2016,camioneta,secuencial
gasolina,lima,29900.0,2024,camioneta,secuencial
gasolina,lima,96500.0,2018,deportivo,secuencial
gasolina,lima,38500.0,2024,camioneta,automatica
gasolina,lima,27800.0,2022,otros,secuencial
otro,provincia,30900.0,2014,camioneta,mecanica
gasolina,lima,20500.0,2012,otros,secuencial
otro,lima,17700.0,2024,camioneta,secuencial
gasolina,lima,17990.0,2023,camioneta,secuencial
gasolina,lima,27500.0,2024,camioneta,secuencial
gasolina,lima,7900.0,2014,camioneta,mecanica
otro,lima,19800.0,2023,otros,mecanica
gasolina,lima,53000.0,2024,camioneta,secuencial
gasolina,lima,39900.0,2016,camioneta,secuencial
gasolina,lima,11900.0,2022,otros,mecanica
gasolina,lima,33500.0,2021,camioneta,secuencial
gasolina,lima,11000.0,2010,otros,automatica
gasolina,lima,22500.0,2020,camioneta,secuencial
gasolina,lima,20900.0,2016,camioneta,automatica
gasolina,lima,33000.0,2023,camioneta,automatica
gasolina,lima,10700.0,2013,camioneta,automatica
gasolina,lima,16400.0,2018,otros,secuencial
gasolina,lima,20500.0,2019,otros,secuencial
gasolina,provincia,32000.0,2018,camioneta,secuencial
otro,lima,34900.0,2022,otros,automatica
otro,lima,16900.0,2016,camioneta,secuencial
gasolina,lima,30000.0,2017,deportivo,automatica
gasolina,lima,23000.0,2015,camioneta,secuencial
gasolina,provincia,32600.0,2023,camioneta,secuencial
gasolina,provincia,13500.0,2018,camioneta,mecanica
gasolina,lima,19000.0,2019,camioneta,secuencial
gasolina,lima,22800.0,2020,camioneta,automatica
gasolina,lima,26000.0,2005,deportivo,automatica
gasolina,lima,22500.0,2024,camioneta,secuencial
otro,lima,5000.0,2000,otros,automatica
gasolina,provincia,36000.0,2025,camioneta,secuencial
otro,lima,16950.0,2024,otros,automatica
gasolina,lima,42900.0,2018,camioneta,secuencial
gasolina,lima,23650.0,2019,otros,secuencial
gasolina,lima,13450.0,2013,camioneta,secuencial
gasolina,lima,11200.0,2011,camioneta,secuencial
gasolina,lima,21000.0,2018,camioneta,secuencial
gasolina,lima,12000.0,2023,otros,mecanica
gasolina,lima,19900.0,2019,otros,secuencial
gasolina,lima,20500.0,2014,camioneta,automatica
otro,lima,25000.0,2025,camioneta,secuencial
otro,lima,91900.0,2024,camioneta,secuencial
gasolina,lima,159900.0,2019,camioneta,secuencial
gasolina,lima,15350.0,2019,camioneta,automatica
gasolina,lima,59000.0,2016,deportivo,secuencial
gasolina,lima,15500.0,2019,camioneta,secuencial
gasolina,lima,15000.0,2020,camioneta,automatica
gasolina,lima,20900.0,2019,camioneta,secuencial
gasolina,lima,17900.0,2018,otros,secuencial
gasolina,lima,22000.0,2019,otros,mecanica
gasolina,lima,28900.0,2018,camioneta,secuencial
gasolina,provincia,25500.0,2025,camioneta,mecanica
gasolina,lima,18500.0,2017,otros,secuencial
gasolina,provincia,22500.0,2023,camioneta,secuencial
otro,lima,28000.0,2024,otros,automatica
gasolina,lima,33900.0,2023,otros,secuencial
gasolina,lima,35990.0,2019,camioneta,secuencial
gasolina,lima,33900.0,2025,camioneta,secuencial
gasolina,provincia,8000.0,2006,otros,secuencial
gasolina,lima,19900.0,2021,camioneta,secuencial
gasolina,lima,17000.0,2025,otros,mecanica
otro,lima,12900.0,2014,camioneta,automatica
gasolina,lima,18900.0,2017,otros,secuencial
otro,lima,34000.0,1998,camioneta,mecanica
gasolina,lima,14300.0,2013,deportivo,secuencial
gasolina,lima,28300.0,2020,camioneta,secuencial
gasolina,lima,29990.0,2021,camioneta,secuencial
otro,lima,36900.0,2022,camioneta,automatica
gasolina,lima,29000.0,2018,camioneta,secuencial
otro,lima,13300.0,2023,otros,mecanica
otro,provincia,29000.0,2020,otros,secuencial
gasolina,lima,24900.0,2020,camioneta,automatica
gasolina,lima,38000.0,2021,camioneta,automatica
gasolina,lima,44900.0,2018,deportivo,secuencial
gasolina,lima,22990.0,2019,camioneta,secuencial
gasolina,provincia,16500.0,2025,camioneta,secuencial
gasolina,lima,40000.0,2021,camioneta,automatica
gasolina,lima,11000.0,2013,camioneta,secuencial
gasolina,lima,27300.0,2019,camioneta,secuencial
otro,lima,39900.0,2023,otros,secuencial
gasolina,lima,36900.0,2017,camioneta,secuencial
gasolina,provincia,19000.0,2018,otros,automatica
gasolina,lima,16499.0,2018,camioneta,mecanica
otro,provincia,14800.0,2009,otros,automatica
gasolina,lima,33900.0,2021,camioneta,secuencial
gasolina,lima,18500.0,2023,camioneta,secuencial
otro,lima,42000.0,2022,camioneta,secuencial
gasolina,lima,14400.0,2017,camioneta,secuencial
gasolina,lima,15300.0,2018,camioneta,secuencial
gasolina,lima,21499.0,2020,camioneta,secuencial
gasolina,lima,18900.0,2025,otros,mecanica
gasolina,lima,29800.0,2016,camioneta,secuencial
gasolina,lima,75900.0,2023,deportivo,secuencial
gasolina,lima,15900.0,2014,camioneta,secuencial
gasolina,lima,6500.0,1964,deportivo,automatica
gasolina,lima,2500.0,1992,otros,mecanica
gasolina,lima,17999.0,2019,otros,automatica
otro,lima,5800.0,2019,otros,mecanica
gasolina,lima,19000.0,2018,otros,secuencial
gasolina,lima,24000.0,2022,camioneta,secuencial
gasolina,lima,29500.0,2020,otros,secuencial
otro,lima,16000.0,2024,otros,mecanica
gasolina,lima,1750.0,1996,otros,mecanica
gasolina,lima,18900.0,2022,camioneta,automatica
otro,lima,17800.0,2015,otros,mecanica
gasolina,lima,20500.0,2020,camioneta,automatica
gasolina,lima,52500.0,2022,otros,secuencial
gasolina,lima,9990.0,2011,otros,automatica
gasolina,lima,27200.0,2015,camioneta,secuencial
gasolina,lima,6350.0,2008,otros,mecanica
gasolina,lima,18500.0,2020,camioneta,automatica
gasolina,lima,11500.0,2014,otros,automatica
gasolina,lima,22900.0,2020,camioneta,secuencial
gasolina,lima,26500.0,2023,camioneta,secuencial
otro,lima,9999.0,2014,otros,mecanica
gasolina,lima,14000.0,2019,camioneta,mecanica
gasolina,lima,18000.0,2018,camioneta,automatica
gasolina,lima,17500.0,2023,camioneta,automatica
gasolina,lima,19600.0,2016,camioneta,secuencial
gasolina,lima,25000.0,2016,camioneta,secuencial
gasolina,lima,10700.0,2022,otros,mecanica
gasolina,lima,30000.0,2016,camioneta,automatica
otro,lima,25500.0,2022,otros,mecanica
gasolina,lima,23000.0,2022,camioneta,automatica
otro,lima,8500.0,2020,otros,mecanica
gasolina,provincia,8250.0,1967,otros,mecanica
gasolina,lima,22900.0,2018,camioneta,automatica
gasolina,lima,7900.0,2001,camioneta,secuencial
gasolina,provincia,29950.0,2022,camioneta,secuencial
gasolina,provincia,17000.0,2022,camioneta,mecanica
gasolina,lima,15000.0,2010,camioneta,secuencial
gasolina,lima,23990.0,2025,camioneta,automatica
gasolina,lima,10000.0,2009,otros,secuencial
otro,lima,23900.0,2007,camioneta,mecanica
gasolina,lima,19500.0,1964,deportivo,automatica
gasolina,provincia,8600.0,2018,otros,mecanica
gasolina,lima,14800.0,2019,otros,secuencial
gasolina,lima,7500.0,1967,otros,mecanica
gasolina,lima,28000.0,2024,camioneta,automatica
gasolina,lima,10700.0,2012,otros,secuencial
gasolina,lima,179000.0,2025,camioneta,secuencial
gasolina,lima,16000.0,2012,otros,secuencial
gasolina,lima,22000.0,2022,otros,automatica
gasolina,lima,45900.0,1999,deportivo,secuencial
gasolina,lima,5800.0,2001,camioneta,automatica
gasolina,lima,43500.0,2019,camioneta,secuencial
gasolina,lima,15800.0,2024,camioneta,secuencial
gasolina,lima,17800.0,2019,otros,automatica
gasolina,lima,11700.0,2016,otros,secuencial
gasolina,lima,14500.0,2018,otros,automatica
gasolina,lima,15000.0,2014,otros,secuencial
gasolina,lima,27800.0,2024,camioneta,automatica
gasolina,lima,7300.0,2004,camioneta,automatica
gasolina,lima,18900.0,2017,otros,secuencial
gasolina,lima,15600.0,2015,camioneta,automatica
gasolina,lima,16500.0,2016,camioneta,secuencial
gasolina,lima,33500.0,2024,camioneta,secuencial
gasolina,lima,32800.0,2023,deportivo,mecanica
gasolina,lima,52450.0,2019,camioneta,automatica
gasolina,lima,27000.0,2004,deportivo,mecanica
gasolina,lima,14000.0,2016,otros,secuencial
gasolina,lima,23800.0,2025,otros,automatica
otro,lima,5500.0,2010,otros,mecanica
gasolina,lima,26000.0,2024,camioneta,secuencial
gasolina,lima,14500.0,2014,camioneta,secuencial
gasolina,lima,14500.0,2015,camioneta,secuencial
otro,provincia,25200.0,2019,otros,secuencial
gasolina,lima,8600.0,2012,otros,automatica
gasolina,lima,7500.0,2010,otros,secuencial
gasolina,lima,14900.0,2015,otros,secuencial
gasolina,lima,19000.0,2023,camioneta,automatica
otro,provincia,24600.0,2024,otros,mecanica
gasolina,lima,16500.0,2016,deportivo,secuencial
gasolina,lima,41000.0,2017,camioneta,automatica
gasolina,lima,26900.0,2019,camioneta,secuencial
gasolina,lima,8500.0,2017,otros,automatica
gasolina,lima,28000.0,2018,camioneta,secuencial
gasolina,lima,5000.0,2008,otros,automatica
otro,lima,16900.0,2016,otros,mecanica
gasolina,lima,30000.0,2016,deportivo,secuencial
otro,lima,13000.0,2022,camioneta,automatica
gasolina,lima,39900.0,2023,otros,automatica
gasolina,lima,37400.0,2018,camioneta,secuencial
gasolina,provincia,16500.0,2022,camioneta,mecanica
gasolina,lima,22900.0,2017,camioneta,secuencial
gasolina,lima,16900.0,2024,camioneta,mecanica
gasolina,lima,15400.0,2013,camioneta,automatica
gasolina,provincia,9000.0,2010,camioneta,automatica
gasolina,lima,23000.0,2013,camioneta,automatica
gasolina,lima,23900.0,2023,camioneta,automatica
gasolina,lima,6950.0,2013,camioneta,mecanica
gasolina,lima,27000.0,2015,camioneta,automatica
gasolina,lima,10500.0,2014,otros,secuencial
gasolina,lima,19500.0,2023,camioneta,automatica
gasolina,lima,31000.0,2018,camioneta,secuencial
otro,lima,16300.0,2023,camioneta,secuencial
gasolina,lima,9500.0,2011,camioneta,mecanica
otro,lima,8900.0,2009,camioneta,secuencial
gasolina,provincia,15000.0,2014,camioneta,secuencial
gasolina,lima,15900.0,2022,camioneta,automatica
otro,lima,18200.0,2024,camioneta,mecanica
gasolina,lima,21000.0,2017,otros,secuencial
gasolina,lima,14900.0,2024,otros,automatica
gasolina,lima,26900.0,2022,otros,secuencial
gasolina,lima,11000.0,2017,otros,secuencial
gasolina,lima,15500.0,2013,deportivo,automatica
gasolina,lima,17800.0,2019,otros,secuencial
gasolina,lima,20600.0,2022,camioneta,secuencial
gasolina,lima,34500.0,2021,camioneta,secuencial
gasolina,lima,7700.0,2003,otros,secuencial
gasolina,lima,74900.0,2013,deportivo,secuencial
gasolina,lima,26500.0,2023,camioneta,secuencial
gasolina,provincia,58000.0,2022,camioneta,secuencial
otro,lima,25300.0,2024,camioneta,automatica
gasolina,lima,28700.0,2017,camioneta,secuencial
gasolina,lima,22000.0,2014,deportivo,secuencial
gasolina,lima,29900.0,2023,camioneta,secuencial
gasolina,lima,13900.0,2016,otros,automatica
gasolina,lima,7900.0,2010,otros,automatica
otro,provincia,26900.0,2022,otros,mecanica
gasolina,lima,21500.0,2022,camioneta,secuencial
gasolina,lima,64900.0,2023,deportivo,secuencial
gasolina,lima,8800.0,2009,otros,secuencial
gasolina,lima,19900.0,2018,otros,automatica
otro,lima,14200.0,2017,camioneta,secuencial
gasolina,lima,16000.0,2018,camioneta,automatica
gasolina,lima,15500.0,2017,otros,secuencial
gasolina,lima,27000.0,2016,camioneta,automatica
gasolina,lima,29200.0,2017,camioneta,automatica
gasolina,provincia,19600.0,2020,camioneta,secuencial
gasolina,lima,14700.0,2016,camioneta,mecanica
gasolina,lima,15700.0,2026,camioneta,mecanica
gasolina,lima,20500.0,2021,camioneta,secuencial
gasolina,lima,13000.0,2018,otros,secuencial
otro,lima,7900.0,2011,otros,secuencial
gasolina,lima,38500.0,2019,otros,secuencial
gasolina,lima,18999.0,2016,camioneta,secuencial
gasolina,lima,24500.0,2025,camioneta,secuencial
otro,lima,8000.0,2020,otros,mecanica
gasolina,lima,19500.0,2018,otros,secuencial
gasolina,lima,2500.0,1992,otros,mecanica
otro,lima,12300.0,2015,camioneta,mecanica
otro,lima,29900.0,2013,camioneta,mecanica
otro,lima,11900.0,2019,camioneta,mecanica
otro,lima,47500.0,2020,otros,mecanica
otro,lima,50000.0,2026,deportivo,automatica
gasolina,provincia,25000.0,2023,camioneta,mecanica
gasolina,lima,15000.0,2012,camioneta,automatica
gasolina,lima,8500.0,2005,otros,automatica
otro,lima,24000.0,2025,camioneta,automatica
gasolina,lima,50000.0,2025,camioneta,secuencial
gasolina,lima,16950.0,2016,deportivo,secuencial
gasolina,provincia,15000.0,2020,camioneta,automatica
otro,lima,9250.0,2009,camioneta,secuencial
otro,lima,11000.0,2009,otros,mecanica
gasolina,lima,33900.0,2023,camioneta,secuencial
gasolina,provincia,35000.0,2019,camioneta,mecanica
gasolina,provincia,11800.0,2017,otros,mecanica
gasolina,lima,22000.0,2016,camioneta,automatica
gasolina,lima,15500.0,2017,camioneta,secuencial
gasolina,lima,10500.0,2018,otros,automatica
gasolina,lima,36280.0,2020,camioneta,secuencial
gasolina,lima,19000.0,2022,camioneta,automatica
gasolina,lima,23000.0,2020,camioneta,secuencial
otro,lima,9700.0,2010,camioneta,secuencial
gasolina,lima,23000.0,2015,otros,automatica
gasolina,lima,16500.0,2019,otros,secuencial
gasolina,lima,18500.0,2017,camioneta,automatica
gasolina,lima,16000.0,2022,camioneta,secuencial
gasolina,lima,8990.0,1969,otros,mecanica
gasolina,lima,13000.0,2024,otros,automatica
otro,lima,12549.0,2011,camioneta,automatica
gasolina,lima,33500.0,2022,camioneta,automatica
gasolina,lima,16000.0,2018,camioneta,automatica
gasolina,lima,26900.0,2023,camioneta,automatica
gasolina,lima,12900.0,2019,otros,mecanica
gasolina,lima,28900.0,2020,otros,automatica
gasolina,lima,13900.0,2019,otros,automatica
gasolina,lima,13990.0,2016,camioneta,automatica
gasolina,lima,46990.0,2020,camioneta,secuencial
gasolina,lima,21200.0,2018,otros,automatica
gasolina,lima,11490.0,2016,otros,automatica
gasolina,lima,42900.0,2017,deportivo,secuencial
gasolina,lima,15990.0,2015,otros,automatica
gasolina,lima,15990.0,2015,camioneta,automatica
gasolina,lima,17990.0,2017,camioneta,automatica
otro,lima,21900.0,2023,otros,mecanica
gasolina,lima,23900.0,2020,otros,automatica
otro,lima,13990.0,2019,camioneta,automatica
gasolina,lima,21900.0,2018,camioneta,automatica
gasolina,lima,25500.0,2019,deportivo,automatica
gasolina,lima,33900.0,2018,camioneta,automatica
gasolina,lima,18990.0,2017,otros,automatica
gasolina,lima,39900.0,2023,camioneta,secuencial
gasolina,lima,10990.0,2012,otros,automatica
gasolina,lima,21500.0,2023,camioneta,automatica
gasolina,lima,11500.0,2022,camioneta,automatica
gasolina,lima,9500.0,2014,camioneta,automatica
gasolina,lima,15490.0,2018,camioneta,automatica
gasolina,lima,22500.0,2019,otros,automatica
gasolina,lima,15500.0,2015,otros,secuencial
otro,lima,29990.0,2016,camioneta,automatica
gasolina,lima,9900.0,2010,otros,automatica
gasolina,lima,52900.0,2025,camioneta,automatica
gasolina,lima,13990.0,2023,camioneta,mecanica
gasolina,lima,16990.0,2021,otros,automatica
otro,lima,22800.0,2022,otros,mecanica
otro,lima,27200.0,2022,otros,mecanica
otro,lima,25700.0,2022,otros,mecanica
otro,lima,20300.0,2022,otros,mecanica
otro,lima,23000.0,2022,otros,mecanica
gasolina,lima,62900.0,2019,deportivo,automatica
otro,lima,25000.0,2022,otros,mecanica
otro,lima,37700.0,2022,otros,automatica
gasolina,lima,9990.0,2015,otros,automatica
otro,lima,38000.0,2023,otros,automatica
otro,lima,26500.0,2020,otros,mecanica
otro,lima,25900.0,2022,otros,mecanica
gasolina,lima,12550.0,2021,otros,mecanica
otro,lima,26000.0,2022,otros,mecanica
otro,lima,22500.0,2022,otros,mecanica
otro,lima,19490.0,2020,camioneta,automatica
otro,lima,23500.0,2022,otros,mecanica
otro,lima,25100.0,2022,otros,mecanica
gasolina,lima,19990.0,2014,camioneta,automatica
gasolina,lima,7000.0,2005,otros,automatica
gasolina,lima,19990.0,2020,camioneta,automatica
gasolina,lima,54500.0,2024,deportivo,secuencial
gasolina,lima,12500.0,2011,camioneta,secuencial
gasolina,lima,17700.0,2014,camioneta,secuencial
gasolina,lima,19900.0,2017,otros,secuencial
gasolina,lima,13000.0,2017,otros,secuencial
gasolina,lima,14800.0,2020,camioneta,mecanica
otro,lima,8000.0,2021,otros,mecanica
otro,lima,10000.0,2022,otros,mecanica
gasolina,lima,16800.0,2017,camioneta,secuencial
gasolina,lima,14500.0,2023,otros,secuencial
gasolina,lima,19000.0,2017,camioneta,secuencial
gasolina,lima,14500.0,2017,otros,secuencial
gasolina,lima,21700.0,2015,camioneta,secuencial
gasolina,lima,26500.0,2022,camioneta,secuencial
gasolina,lima,20000.0,2017,camioneta,secuencial
otro,lima,18600.0,2023,camioneta,secuencial
otro,lima,33000.0,2022,otros,secuencial
gasolina,lima,28000.0,2018,camioneta,secuencial
gasolina,lima,9000.0,2013,otros,secuencial
otro,lima,9000.0,2021,otros,mecanica
otro,provincia,28200.0,2019,otros,mecanica
gasolina,lima,27550.0,2020,camioneta,secuencial
otro,lima,33800.0,2021,otros,mecanica
gasolina,lima,17000.0,2013,camioneta,secuencial
gasolina,lima,15000.0,2014,otros,secuencial
gasolina,lima,30900.0,2019,camioneta,secuencial
gasolina,lima,22700.0,2021,camioneta,secuencial
otro,lima,9500.0,2012,otros,automatica
gasolina,lima,22500.0,2017,otros,secuencial
gasolina,lima,9990.0,2015,otros,mecanica
gasolina,lima,19900.0,2021,camioneta,secuencial
otro,lima,10700.0,2021,otros,mecanica
gasolina,lima,15999.0,2022,camioneta,mecanica
gasolina,lima,16000.0,2014,camioneta,secuencial
otro,lima,43900.0,2022,camioneta,secuencial
gasolina,lima,8400.0,2017,camioneta,mecanica
gasolina,lima,34000.0,2024,camioneta,secuencial
otro,provincia,10900.0,2013,otros,mecanica
gasolina,lima,17500.0,2024,otros,secuencial
gasolina,provincia,25800.0,2020,camioneta,secuencial
gasolina,lima,10500.0,2022,otros,mecanica
gasolina,lima,19300.0,2019,camioneta,secuencial
gasolina,lima,18800.0,2017,otros,automatica
gasolina,lima,24900.0,2025,camioneta,secuencial
otro,lima,30500.0,2022,camioneta,secuencial
otro,lima,12500.0,2018,otros,secuencial
otro,lima,25000.0,2011,camioneta,mecanica
gasolina,lima,18000.0,2022,otros,mecanica
gasolina,lima,29800.0,2021,camioneta,automatica
gasolina,lima,13900.0,2016,camioneta,secuencial
gasolina,lima,10300.0,2018,otros,mecanica
gasolina,lima,16900.0,2016,camioneta,automatica
gasolina,lima,16800.0,2015,camioneta,automatica
gasolina,lima,13700.0,2020,camioneta,secuencial
gasolina,lima,15500.0,2013,otros,mecanica
otro,provincia,24000.0,2014,camioneta,automatica
otro,lima,10200.0,2018,otros,automatica
gasolina,lima,21000.0,2022,camioneta,automatica
gasolina,lima,13690.0,2020,camioneta,automatica
gasolina,lima,19000.0,2017,camioneta,automatica
gasolina,lima,12000.0,2011,camioneta,secuencial
otro,lima,27900.0,2016,camioneta,mecanica
gasolina,lima,19999.0,2024,otros,secuencial
gasolina,lima,21000.0,2016,camioneta,secuencial
gasolina,lima,26500.0,2022,otros,automatica
gasolina,lima,26000.0,2016,otros,automatica
otro,lima,6500.0,1987,otros,mecanica
gasolina,provincia,9500.0,2015,otros,automatica
gasolina,lima,18500.0,2018,otros,automatica
gasolina,lima,19900.0,2019,camioneta,secuencial
gasolina,lima,12500.0,2011,otros,secuencial
gasolina,lima,18900.0,2021,camioneta,secuencial
gasolina,lima,11500.0,2011,camioneta,secuencial
gasolina,provincia,16500.0,2015,camioneta,mecanica
gasolina,lima,15500.0,2015,camioneta,automatica
gasolina,lima,20900.0,2018,otros,secuencial
gasolina,lima,15600.0,2014,camioneta,automatica
gasolina,lima,8000.0,2019,otros,mecanica
gasolina,provincia,21900.0,2023,camioneta,automatica
gasolina,lima,19900.0,2019,camioneta,secuencial
gasolina,lima,21500.0,2024,camioneta,secuencial
gasolina,lima,19000.0,2016,camioneta,secuencial
gasolina,lima,16500.0,2019,camioneta,automatica
gasolina,lima,6900.0,2009,otros,secuencial
gasolina,provincia,28900.0,2019,camioneta,automatica
gasolina,lima,8500.0,2014,otros,automatica
gasolina,lima,17900.0,2020,camioneta,secuencial
gasolina,lima,30000.0,2024,camioneta,secuencial
otro,lima,21500.0,2025,camioneta,automatica
gasolina,lima,41900.0,2022,camioneta,secuencial
gasolina,lima,20300.0,2018,otros,secuencial
gasolina,lima,18300.0,2019,camioneta,secuencial
gasolina,lima,19000.0,2022,camioneta,mecanica
gasolina,lima,21000.0,2017,camioneta,automatica
otro,lima,9900.0,2018,otros,secuencial
gasolina,lima,39990.0,2024,deportivo,secuencial
gasolina,lima,16900.0,2023,camioneta,mecanica
gasolina,lima,14000.0,2018,camioneta,automatica
gasolina,lima,11900.0,2012,camioneta,automatica
gasolina,lima,7500.0,2010,otros,mecanica
gasolina,lima,17500.0,2014,camioneta,secuencial
gasolina,lima,13500.0,2017,camioneta,mecanica
gasolina,lima,16500.0,2016,camioneta,secuencial
gasolina,lima,5000.0,2012,otros,mecanica
gasolina,lima,11500.0,2015,camioneta,automatica
gasolina,lima,12500.0,2022,camioneta,mecanica
gasolina,lima,12000.0,2012,camioneta,automatica
gasolina,lima,27000.0,2023,otros,secuencial
gasolina,lima,18700.0,2024,camioneta,mecanica
otro,lima,12000.0,2020,camioneta,mecanica
otro,lima,17900.0,2016,camioneta,secuencial
gasolina,lima,10000.0,2008,camioneta,automatica
gasolina,lima,35900.0,2022,camioneta,secuencial
gasolina,lima,34000.0,2023,camioneta,automatica
gasolina,lima,50000.0,2021,camioneta,secuencial
gasolina,lima,10900.0,2011,otros,automatica
otro,lima,8700.0,1981,otros,automatica
gasolina,lima,14900.0,2015,camioneta,secuencial
gasolina,provincia,13300.0,2024,camioneta,mecanica
gasolina,lima,15900.0,2018,camioneta,mecanica
gasolina,lima,12500.0,2014,camioneta,automatica
gasolina,lima,8900.0,2012,otros,automatica
gasolina,lima,22200.0,2023,otros,automatica
gasolina,lima,11000.0,2016,otros,mecanica
gasolina,lima,11500.0,2014,otros,automatica
gasolina,provincia,14500.0,2023,camioneta,mecanica
gasolina,lima,8500.0,2010,camioneta,secuencial
gasolina,lima,27000.0,2017,camioneta,secuencial
gasolina,lima,21900.0,2019,camioneta,secuencial
gasolina,provincia,33000.0,2023,otros,automatica
gasolina,lima,12950.0,2023,otros,mecanica
otro,lima,10300.0,2023,otros,mecanica
gasolina,provincia,21900.0,2020,otros,secuencial
gasolina,provincia,20000.0,2011,camioneta,secuencial
gasolina,lima,9000.0,2014,otros,mecanica
gasolina,lima,14900.0,2023,otros,mecanica
gasolina,lima,11990.0,2013,otros,secuencial
gasolina,lima,38000.0,2019,camioneta,automatica
gasolina,lima,22000.0,2018,otros,secuencial
gasolina,lima,19100.0,2020,camioneta,secuencial
gasolina,lima,10000.0,2012,camioneta,mecanica
gasolina,lima,15000.0,2018,otros,secuencial
gasolina,lima,62500.0,2019,camioneta,secuencial
otro,lima,45600.0,2022,camioneta,mecanica
gasolina,lima,20900.0,2021,camioneta,secuencial
gasolina,lima,65500.0,2024,camioneta,secuencial
otro,lima,20200.0,2023,camioneta,secuencial
gasolina,provincia,19500.0,2014,camioneta,secuencial
gasolina,lima,17500.0,2022,camioneta,secuencial
gasolina,lima,35800.0,2019,camioneta,secuencial
gasolina,lima,22200.0,2022,camioneta,secuencial
gasolina,lima,7900.0,2008,camioneta,automatica
gasolina,lima,25000.0,2017,camioneta,automatica
gasolina,lima,12400.0,2017,deportivo,automatica
gasolina,lima,23500.0,2017,camioneta,secuencial
otro,lima,23000.0,2015,camioneta,automatica
gasolina,lima,16300.0,2018,camioneta,secuencial
gasolina,lima,21800.0,2020,camioneta,secuencial
gasolina,lima,24500.0,2023,camioneta,automatica
gasolina,lima,19900.0,2016,camioneta,automatica
gasolina,lima,14500.0,2019,otros,automatica
gasolina,lima,14900.0,2013,camioneta,automatica
gasolina,lima,14000.0,2013,camioneta,secuencial
gasolina,lima,17400.0,2018,camioneta,secuencial
gasolina,lima,32200.0,2020,camioneta,secuencial
gasolina,lima,18500.0,2023,camioneta,secuencial
gasolina,provincia,26000.0,2017,camioneta,automatica
gasolina,lima,15490.0,2021,camioneta,secuencial
gasolina,lima,22500.0,2011,deportivo,secuencial
otro,lima,33000.0,2022,otros,automatica
gasolina,provincia,13500.0,2012,camioneta,secuencial
gasolina,lima,15500.0,2018,camioneta,secuencial
gasolina,lima,18500.0,2017,otros,secuencial
gasolina,lima,21900.0,2019,camioneta,automatica
otro,provincia,11500.0,2013,otros,mecanica
gasolina,lima,13700.0,2013,camioneta,automatica
gasolina,lima,25800.0,2018,camioneta,secuencial
gasolina,lima,8800.0,2011,camioneta,automatica
gasolina,lima,33900.0,2023,camioneta,automatica
otro,lima,32500.0,2021,otros,secuencial
gasolina,provincia,20500.0,2024,camioneta,secuencial
gasolina,lima,21990.0,2012,otros,automatica
gasolina,lima,9300.0,2011,otros,automatica
gasolina,lima,114900.0,2024,camioneta,secuencial
gasolina,lima,16000.0,2015,otros,automatica
gasolina,lima,36500.0,2021,camioneta,secuencial
otro,lima,20900.0,2019,camioneta,secuencial
otro,lima,33000.0,2016,camioneta,secuencial
gasolina,provincia,10000.0,2016,camioneta,mecanica
gasolina,lima,29900.0,2017,camioneta,automatica
gasolina,lima,31990.0,2018,camioneta,automatica
gasolina,lima,20800.0,2018,otros,secuencial
otro,lima,46990.0,2021,camioneta,secuencial
gasolina,lima,19500.0,2024,camioneta,mecanica
otro,lima,23000.0,2021,otros,mecanica
gasolina,lima,22200.0,2017,camioneta,automatica
gasolina,lima,5450.0,2012,otros,mecanica
gasolina,provincia,18140.0,2021,camioneta,mecanica
gasolina,lima,24500.0,2015,camioneta,secuencial
gasolina,lima,54000.0,2024,camioneta,secuencial
gasolina,lima,17900.0,2020,camioneta,automatica
gasolina,lima,26950.0,2025,camioneta,secuencial
gasolina,lima,11200.0,2020,otros,mecanica
otro,lima,6500.0,2009,camioneta,secuencial
gasolina,lima,150000.0,2021,camioneta,secuencial
otro,lima,13950.0,2020,otros,mecanica
